"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","LTU","Lithuania","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,62643,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","NLD","Netherlands","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,34188,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","SVK","Slovak Republic","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,48702,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","CHN","China","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,9544040,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,63290,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","OECD","OECD","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,34443200,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","EU28","European Union (28 countries)","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,4346740,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","IND","India","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,3166390,,
"1","Country","AUS","Australia","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,7703350,,
"1","Country","AUS","Australia","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,7703350,,
"1","Country","AUS","Australia","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,7703350,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,68655,,
"1","Country","CZE","Czech Republic","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,77212,,
"1","Country","CZE","Czech Republic","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,77212,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2013","2013","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2014","2014","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2015","2015","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2016","2016","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2017","2017","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2018","2018","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","CHE","Switzerland","SURF","    Regional surface","T","Total","AVG","National average","2019","2019","KM2","Square kilometres","0","Units",,,39860,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2001","2001","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2002","2002","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2003","2003","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2004","2004","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2005","2005","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2006","2006","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2007","2007","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2008","2008","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2009","2009","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2010","2010","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2011","2011","KM2","Square kilometres","0","Units",,,154704,,
"1","Country","TUN","Tunisia","SURF","    Regional surface","T","Total","AVG","National average","2012","2012","KM2","Square kilometres","0","Units",,,154704,,
