"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,2.5,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,2.53,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,2.56,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,2.59,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,2.62,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,2.65,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,2.7,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,2.76,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,2.82,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,2.86,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,2.9,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,2.95,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,3,,
"1","Country","AUS","Australia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,3.05,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,97.2,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,97.72,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,98.16,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,98.68,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,99.39,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,100.03,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,100.38,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,100.68,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,101.01,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,101.21,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,101.49,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,101.89,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,102.42,,
"1","Country","AUT","Austria","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,103.1,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,337.05,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,338.57,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,340.08,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,341.41,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,343.04,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,345.19,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,347.59,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,350.3,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,353.13,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,355.98,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,361.26,"B","Break"
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,363.73,"B","Break"
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,365.77,,
"1","Country","BEL","Belgium","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,367.17,"B","Break"
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,3.46,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,3.5,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,3.53,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,3.56,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,3.6,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,3.63,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,3.67,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,3.71,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,3.75,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,3.79,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,3.83,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,3.87,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,3.91,,
"1","Country","CAN","Canada","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,3.95,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,96.2,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,96.9,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,97.59,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,98.27,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,99.03,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,99.75,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,100.4,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,100.98,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,101.52,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,102,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,102.51,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,102.98,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,103.49,,
"1","Country","FRA","France","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,104.38,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,232.83,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,233.35,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,233.62,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,233.6,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,233.52,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,233.34,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,232.99,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,232.72,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,232.11,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,231.54,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,227.07,"B","Break"
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,227.37,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,227.92,,
"1","Country","DEU","Germany","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,228.61,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,243.05,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,244.03,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,245.11,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,246.32,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,247.92,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,249.72,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,251.59,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,253.64,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,255.58,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,257.51,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,259.62,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,261.56,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,263.25,,
"1","Country","GBR","United Kingdom","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,265.09,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,37.18,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,36.67,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,36.33,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,35.97,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,35.55,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,35.2,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,34.9,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,34.63,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,34.17,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,33.5,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,32.78,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,32.31,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,31.98,,
"1","Country","LVA","Latvia","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,31.62,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,55.66,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,55.15,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,54.78,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,54.26,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,53.56,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,52.52,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,51.88,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,51.28,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,50.83,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,50.16,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,48.73,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,47.95,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,47.44,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,46.99,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,7.98,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,7.94,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,7.91,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,7.88,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,7.85,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,7.82,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,7.8,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,7.79,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,7.79,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,7.8,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,7.8,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,7.82,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,7.83,,
"1","Country","RUS","Russian Federation","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,7.85,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,83.32,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,83.73,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,83.94,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,84.13,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,84.35,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,84.62,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,84.86,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,85.05,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,85.31,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,85.5,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,85.53,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,85.25,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,84.61,,
"1","Country","GRC","Greece","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,84.02,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,111.79,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,111.51,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,111.15,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,110.87,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,110.66,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,110.43,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,110.32,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,110.09,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,109.93,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,109.75,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,109.43,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,108.85,"B","Break"
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,108.59,,
"1","Country","HUN","Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,108.25,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2001","2001","RATIO","Ratio","0","Units",,,2.82,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2002","2002","RATIO","Ratio","0","Units",,,2.85,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2003","2003","RATIO","Ratio","0","Units",,,2.87,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2004","2004","RATIO","Ratio","0","Units",,,2.89,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2005","2005","RATIO","Ratio","0","Units",,,2.92,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2006","2006","RATIO","Ratio","0","Units",,,2.99,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2007","2007","RATIO","Ratio","0","Units",,,3.06,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2008","2008","RATIO","Ratio","0","Units",,,3.14,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2009","2009","RATIO","Ratio","0","Units",,,3.18,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2010","2010","RATIO","Ratio","0","Units",,,3.16,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2011","2011","RATIO","Ratio","0","Units",,,3.17,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2012","2012","RATIO","Ratio","0","Units",,,3.18,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2013","2013","RATIO","Ratio","0","Units",,,3.2,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2014","2014","RATIO","Ratio","0","Units",,,3.24,,
"1","Country","ISL","Iceland","POP_DEN","    Population density (pop. per km2)","T","Total","AVG","National average","2015","2015","RATIO","Ratio","0","Units",,,3.28,,
